id	ZONA	Neighborhood	Street	Start date and time	End date and time	Direction	Reference	Status
7150	Zona Sudeste	Vila Mariana	TUNEL MAX FEFFER	2011/10/16 12:22	2011/10/16 12:49	C/B	PC LUIS CARLOS PARANA	Inativo Transitável
7151	Zona Norte	Freguesia do Ó	MARGINAL TIETE - EXPRESSA	2011/10/15 13:21	2011/10/15 15:51	AS/CB	PTE FREGUESIA DO O	Inativo Transitável
7152	Centro	Sé	R DA CANTAREIRA	2011/10/15 13:41	2011/10/15 16:38	UNICO	R S CAETANO	Inativo Transitável
7153	Centro	Sé	R DA CANTAREIRA	2011/10/15 13:43	2011/10/15 16:38	UNICO	AV MERCURIO	Inativo Transitável
7154	Centro	Sé	R GLICERIO	2011/10/15 14:05	2011/10/15 19:00	UNICO	PC DR MARIO MARGARIDO	Inativo Intransitável
7155	Zona Oeste	Butantã	AV MAGALHAES DE CASTRO	2011/10/15 10:49	2011/10/15 15:51	CB/INT	PC DEP AFRANIO DE OLIVEIRA	Inativo Transitável
7156	Zona Oeste	Butantã	R ROMAO GOMES	2011/10/15 14:36	2011/10/16 11:37	UNICO	AV VALDEMAR FERREIRA	Inativo Intransitável
7157	Zona Leste	Itaquera	R SÃO TEODORO	2011/10/15 08:55	2011/10/15 17:22	AMBOS	R BALTAZAR NUNES	Inativo Intransitável
7158	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/10/15 13:55	2011/10/15 15:48	C/B	AV ALVARO RAMOS	Inativo Transitável
7159	Zona Sudeste	Vila Mariana	AV PEDRO ALVARES CABRAL	2011/10/15 14:25	2011/10/15 17:35	VM/PI	PC IBRAHIM NOBRE	Inativo Transitável
7160	Centro	Sé	R DA CANTAREIRA	2011/10/14 01:30	2011/10/14 05:55	UNICO	AV SEN QUEIROS Pista direita	Inativo Transitável
7161	Zona Oeste	Butantã	Padrão não compreendido	2011/10/14 07:04	Horário não informado no Site	UNICO	AV VALDEMAR FERREIRA	Ativo Transitável
7162	Centro	Sé	PC DA BANDEIRA	2011/10/13 21:17	2011/10/13 21:41	B/C	R RIACHUELO	Inativo Transitável
7163	Centro	Sé	PC DA BANDEIRA	2011/10/13 21:20	2011/10/13 21:41	AMBOS	PQ ANHANGABAU	Inativo Transitável
7164	Centro	Sé	PC DA BANDEIRA	2011/10/13 21:28	2011/10/13 21:41	C/B	R STO ANTONIO	Inativo Transitável
7165	Zona Oeste	Lapa	PC MARREY JUNIOR	2011/10/13 21:25	2011/10/13 21:50	C/B	AV SUMARE	Inativo Transitável
7166	Zona Leste	Itaquera	R S TEODORO	2011/10/13 23:21	2011/10/14 06:30	AMBOS	ALTURA DO Nº 230	Inativo Transitável
7167	Zona Sul	M'Boi Mirim	Padrão não compreendido	2011/10/13 21:10	Horário não informado no Site	C/B	PC ALCEU AMOROSO LIMA	Ativo Transitável
7168	Zona Sudeste	Ipiranga	AV PEDRO ALVARES CABRAL	2011/10/13 21:30	2011/10/14 13:50	PI/VM	PC IBRAHIM NOBRE	Inativo Intransitável
7169	Zona Oeste	Butantã	R ALVARENGA	2011/10/09 14:15	2011/10/09 19:30	C/B	AV AFRANIO PEIXOTO	Inativo Transitável
7170	Zona Oeste	Pinheiros	R LUIS MACHADO PEDROSA	2011/10/09 13:51	2011/10/09 17:35	UNICO	R CON EUGENIO LEITE	Inativo Intransitável
7171	Zona Sudeste	Vila Mariana	AV PEDRO ALVARES CABRAL	2011/10/09 14:01	2011/10/09 17:04	B/C	PC IBRAHIM NOBRE	Inativo Transitável
7172	Zona Norte	Santana	MARGINAL TIETE	2011/10/08 17:20	2011/10/08 17:43	AS/CB - EXP	PTE DO LIMAO	Inativo Transitável
7173	Centro	Sé	PQ ANHANGABAU	2011/10/08 16:48	2011/10/08 18:00	AER/ST	LG DA MEMORIA	Inativo Intransitável
7174	Centro	Sé	R DA CANTAREIRA	2011/10/08 17:03	2011/10/08 18:07	ÚNICO	R MAUA	Inativo Transitável
7175	Centro	Sé	AV DO ESTADO	2011/10/08 17:06	2011/10/08 18:07	ST/IP	R JOAO TEODORO	Inativo Transitável
7176	Centro	Sé	AV NOVE DE JULHO	2011/10/08 17:18	2011/10/08 18:11	AMBAS	PC DA BANDEIRA	Inativo Intransitável
7177	Centro	Sé	AV MERCURIO	2011/10/08 17:21	2011/10/08 18:08	UNICO - AMBAS	AV SEN QUEIROS	Inativo Transitável
7178	Centro	Sé	AV DO ESTADO	2011/10/08 18:34	2011/10/09 04:37	ST/IP	ALTURA DO N. 900	Inativo Transitável
7179	Zona Oeste	Butantã	R ENG OSCAR AMERICANO	2011/10/08 17:26	2011/10/08 18:12	C/B	R CIRCULAR DO BOSQUE	Inativo Transitável
7180	Zona Oeste	Butantã	R CAMARGO	2011/10/08 17:41	2011/10/08 18:12	ÚNICO	PC PROF ROMULO RIBEIRO PIERONI	Inativo Transitável
7181	Zona Oeste	Lapa	PC MARREY JUNIOR	2011/10/08 17:03	2011/10/08 17:29	C/B	AV SUMARE	Inativo Transitável
7182	Zona Oeste	Lapa	R TURIASSU	2011/10/08 17:05	2011/10/08 17:29	C/B	AV SUMARE	Inativo Transitável
7183	Zona Oeste	Lapa	PC PASCOAL MARTINS	2011/10/08 17:06	2011/10/08 17:29	C/B - LOCAL	AV MARQ DE SAO VICENTE	Inativo Transitável
7184	Zona Oeste	Lapa	AV MARQ DE SAO VICENTE	2011/10/08 17:10	2011/10/08 17:29	LA/BF	AV THOMAS EDISON	Inativo Transitável
7185	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2011/10/08 18:26	2011/10/08 18:26	INT/CB - LOCAL	PTE EUSEBIO MATOSO	Inativo Transitável
7186	Zona Sul	Campo Limpo	AV MARIA COELHO AGUIAR	2011/10/08 18:23	2011/10/08 20:02	C/B	PC ALCEU AMOROSO LIMA	Inativo Transitável
7187	Zona Oeste	Pinheiros	AV NAÇÕES UNIDAS	2011/10/02 18:57	2011/10/02 20:38	INT/CB - LOCAL	PTE ROBERTO ROSSI ZUCCOLO	Inativo Transitável
7188	Zona Norte	Casa Verde	MARGINAL TIETE	2011/08/31 07:08	2011/08/31 09:59	AS/CB	PTE JULIO DE MESQUITA NETO	Inativo Transitável
7189	Zona Norte	Freguesia do Ó	MARGINAL TIETE	2011/08/31 07:10	2011/08/31 15:43	AS/CB	PTE FREGUESIA DO O	Inativo Transitável
7190	Zona Norte	Freguesia do Ó	AV INAJAR DE SOUZA	2011/08/31 07:28	2011/08/31 09:30	FO/LA	AV ITABERABA	Inativo Transitável
7191	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE	2011/08/31 03:41	2011/08/31 08:55	AS/CB - CENTRAL	PTE DA VILA GUILHERME	Inativo Transitável
7192	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE	2011/08/31 08:49	2011/08/31 11:24	AS/CB	PTE TATUAPE	Inativo Transitável
7193	Zona Norte	Santana	MARGINAL TIETE	2011/08/31 03:42	2011/08/31 09:59	AS/CB - LOCAL	PTE CRUZEIRO DO SUL	Inativo Transitável
7194	Zona Norte	Santana	R DARZAN	2011/08/31 06:29	2011/08/31 07:18	UNICO	AV CRUZEIRO DO SUL	Inativo Transitável
7195	Zona Norte	Santana	AV CRUZEIRO DO SUL	2011/08/31 06:31	2011/08/31 07:19	ST/IP	R DARZAN	Inativo Transitável
7196	Zona Norte	Santana	R ALF MAGALHAES	2011/08/31 06:33	2011/08/31 13:32	UNICO	AV CRUZEIRO DO SUL	Inativo Transitável
7197	Centro	Sé	MARGINAL TIETE	2011/08/31 03:39	2011/08/31 09:40	CB/AS - LOCAL	R DOS ITALIANOS	Inativo Transitável
7198	Centro	Sé	R PRATES	2011/08/31 09:06	2011/08/31 15:55	ÚNICO	R RODOLFO MIRANDA	Inativo Intransitável
7199	Zona Oeste	Butantã	MARGINAL PIMHEIROS	2011/08/31 07:41	2011/08/31 10:55	CB/INT - EXP	R PICUI	Inativo Transitável
7200	Zona Oeste	Butantã	R ROMAO GOMES	2011/08/31 09:38	2011/08/31 17:00	B/C	PC MONTE CASTELO	Inativo Intransitável
7201	Zona Oeste	Pinheiros	AV BRASIL	2011/08/31 06:05	2011/08/31 07:40	PI/IBIR	R PANAMA	Inativo Transitável
7202	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2011/08/31 06:23	2011/08/31 09:18	CB/INT - EXP	PTE OCTAVIO FRIAS DE OLIVEIRA	Inativo Transitável
7203	Zona Oeste	Pinheiros	R JOAQUIM FLORIANO	2011/08/31 07:16	2011/08/31 14:47	UNICO - ÚNICA	R MANUEL GUEDES	Inativo Transitável
7204	Zona Oeste	Pinheiros	AV CIDADE JARDIM	2011/08/31 07:52	2011/08/31 11:40	B/C - ÚNICA	R BRIG HAROLDO VELOSO	Inativo Transitável
7205	Zona Oeste	Pinheiros	R LEOPOLDO COUTO MAGALHAES JR.	2011/08/31 09:23	2011/08/31 09:40	UNICO - ÚNICA	R BANDEIRA PAULISTA	Inativo Transitável
7206	Zona Oeste	Pinheiros	R BALTAZAR FERNANDES	2011/08/31 09:38	2011/08/31 15:40	C/B	AV DR CHUCRI ZAIDAN	Inativo Transitável
7207	Zona Oeste	Pinheiros	R LUIS MACHADO PEDROSA	2011/08/31 11:04	2011/08/31 19:06	B/C	R CON EUGENIO LEITE	Inativo Transitável
7208	Zona Leste	Itaquera	R SÃO TEODORO	2011/08/31 02:21	2011/08/31 10:25	C/B	R FONTOURA XAVIER	Inativo Transitável
7209	Zona Sul	M'Boi Mirim	AV MARIA COELHO AGUIAR	2011/08/31 07:40	2011/08/31 14:06	C/B	AV JOAO DIAS	Inativo Transitável
7210	Zona Oeste	Pinheiros	AV DAS NACOES UNIDAS	2011/08/20 07:09	2011/08/20 15:32	INT/CB	PTE ENG ROBERTO ROSSI ZUCCOLO	Inativo Transitável
7211	Zona Oeste	Butantã	AV MAGALHAES DE CASTRO	2011/06/26 23:29	2011/06/27 06:05	CASTELO/INTERLAGOS	PTE ENG ARY TORRES	Inativo Transitável
7212	Zona Norte	Pirituba/Jaraguá	AV MUTINGA	2011/06/09 17:55	2011/06/09 19:13	BAIRRO/CENTRO-UNICA	R FABIO DE ALMEIDA MAGALHAES	Inativo Transitável
7213	Zona Norte	Santana	AV ASSIS CHATEAUBRIAND	2011/06/09 14:26	2011/06/09 16:50	AS/CB	PTE DAS BANDEIRAS	Inativo Transitável
7214	Centro	Sé	R GLICERIO	2011/06/09 13:37	2011/06/09 15:00	UNICO	ALTURA DO NUMERO 221	Inativo Transitável
7215	Zona Oeste	Butantã	R ROMAO GOMES	2011/06/07 16:47	2011/06/08 01:51	B/C	AV VALDEMAR FERREIRA	Inativo Transitável
7216	Zona Oeste	Lapa	PC MARREY JUNIOR	2011/06/07 18:52	2011/06/07 20:00	B/C	ALTURA DO NUMERO 204	Inativo Transitável
7217	Zona Oeste	Pinheiros	AV DAS NACOES UNIDAS	2011/06/07 16:36	2011/06/07 17:31	INT/CB - LOCAL	ALTURA DO NUMERO 7858	Inativo Transitável
7218	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/06/07 16:07	2011/06/07 16:46	C/B	AV ALVARO RAMOS	Inativo Transitável
7219	Zona Sul	Santo Amaro	AV VER JOSE DINIZ	2011/05/15 17:13	2011/05/15 18:08	B/C	R JOSE DOS SANTOS JUNIOR	Inativo Transitável
7220	Zona Norte	Casa Verde	MARGINAL TIETE	2011/05/01 14:12	2011/05/01 14:49	AS/CB - EXPRESSA	PTE DA CASA VERDE	Inativo Transitável
7221	Zona Norte	Freguesia do Ó	MARGINAL TIETE	2011/05/01 14:13	2011/05/01 14:57	AS/CB - EXPRESSA	PTE FREGUESIA DO O	Inativo Transitável
7222	Zona Oeste	Pinheiros	AV REBOUCAS	2011/05/01 15:33	2011/05/01 15:33	B/C	AV PEDROSO DE MORAIS	Inativo Transitável
7223	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/05/01 14:22	2011/05/01 15:06	C/B	VIADUTO GUADALAJARA	Inativo Transitável
7224	Zona Oeste	Butantã	AV EUSEBIO MATOSO	2011/04/28 18:06	2011/04/28 19:25	C/B	PC JORGE DE LIMA	Inativo Transitável
7225	Zona Oeste	Butantã	R ROMAO GOMES	2011/04/28 19:34	2011/04/29 02:58	B/C	AV VALDEMAR FERREIRA	Inativo Transitável
7226	Zona Oeste	Pinheiros	PC IBRAHIM NOBRE	2011/04/28 19:39	2011/04/28 22:08	C/B	AV PEDRO ALVARES CABRAL	Inativo Transitável
7227	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/04/28 18:34	2011/04/28 19:33	C/B	AV ALVARO RAMOS	Inativo Transitável
7228	Zona Leste	Mooca	AV CELSO GARCIA	2011/04/28 18:52	2011/04/28 19:42	C/B	R CATUMBI	Inativo Transitável
7229	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/04/28 18:53	2011/04/28 19:23	C/B	R SILVA JARDIM	Inativo Transitável
7230	Zona Oeste	Lapa	AV SUMARE	2011/04/20 18:36	2011/04/20 19:59	LI/SU	PC MARREY JUNIOR	Inativo Transitável
7231	Zona Oeste	Lapa	R TURIASSU	2011/04/20 18:45	2011/04/20 19:59	UNICO	PC MARREY JUNIOR	Inativo Transitável
7232	Centro	Sé	R JOSE PAULINO	2011/04/13 07:40	2011/04/13 12:13	UNICO	R SILVA PINTO	Inativo Transitável
7233	Zona Leste	Mooca	AV SALIM FARAH MALUF	2011/04/13 00:15	2011/04/13 06:44	MARG/VP	R SERRA NEGRA	Inativo Transitável
7234	Zona Sul	M'Boi Mirim	ES M BOI MIRIM	2011/04/13 04:51	2011/04/13 12:14	C/B	ALTURA DO N. 998	Inativo Transitável
7235	Zona Norte	Freguesia do Ó	AV ANTONIO MUNHOZ BONILHA	2011/04/12 19:40	2011/04/12 22:27	AMBOS	AV NSRA DO O	Inativo Transitável
7236	Centro	Sé	PQ ANHANGABAU	2011/04/12 20:16	2011/04/12 20:32	AER/ST	PC PEDRO LESSA	Inativo Intransitável
7237	Centro	Sé	AV VINTE E TRES DE MAIO	2011/04/12 20:18	2011/04/12 20:32	ST/AER	PC DA BANDEIRA	Inativo Intransitável
7238	Zona Oeste	Butantã	AV EUSEBIO MATOSO	2011/04/12 19:37	2011/04/12 20:19	C/B	PC JORGE DE LIMA	Inativo Transitável
7239	Zona Oeste	Butantã	R ROMAO GOMES	2011/04/12 19:42	2011/04/13 07:19	B/C	AV VALDEMAR FERREIRA	Inativo Transitável
7240	Zona Oeste	Butantã	AV PROF FRANCISCO MORATO	2011/04/12 20:17	2011/04/13 00:40	C/B	PC PAULA MOREIRA	Inativo Transitável
7241	Zona Oeste	Butantã	AV MAGALHAES DE CASTRO	2011/04/12 20:22	2011/04/12 23:10	CB/INT - EXP	R PICUI	Inativo Transitável
7242	Zona Oeste	Butantã	R ALVARENGA	2011/04/12 20:33	2011/04/12 21:30	C/B	AV AFRANIO PEIXOTO	Inativo Transitável
7243	Zona Oeste	Lapa	AV SUMARE	2011/04/12 19:34	2011/04/12 21:30	LI/SU	PC MARREY JUNIOR	Inativo Transitável
7244	Zona Oeste	Lapa	R PAUVA	2011/04/12 20:05	2011/04/12 20:26	B/C	R PINHEIRO RAPOSO	Inativo Transitável
7245	Zona Oeste	Lapa	R RICARDO CAVATTON	2011/04/12 20:41	2011/04/13 02:46	C/B	ALTURA DO N. 261	Inativo Transitável
7246	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2011/04/12 21:56	2011/04/12 21:56	MARG/IQ	R BAQUIA	Inativo Transitável
7247	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/04/12 19:31	2011/04/12 19:53	C/B	AV ALVARO RAMOS	Inativo Transitável
7248	Zona Leste	Mooca	AV SALIM FARAH MALUF	2011/04/12 20:03	2011/04/12 20:42	MARG/VP	R SERRA NEGRA	Inativo Transitável
7249	Zona Sul	Cidade Ademar	AV INTERLAGOS	2011/04/12 20:09	2011/04/12 22:05	C/B	R ENG DAGOBERTO SALLES FILHO	Inativo Transitável
7250	Zona Sul	Capela do Socorro	AV GUARAPIRANGA	2011/04/12 18:59	2011/04/12 20:52	B/C	LG DO SOCORRO	Inativo Transitável
7251	Zona Sul	M'Boi Mirim	AV MARIA COELHO AGUIAR	2011/04/12 20:13	2011/04/12 21:30	C/B	PC ALCEU AMOROSO LIMA	Inativo Transitável
7252	Zona Sul	M'Boi Mirim	AV JOAO DIAS	2011/04/12 23:36	2011/04/13 03:50	B/C	ES DE ITAPECERICA	Inativo Transitável
7253	Zona Sul	Santo Amaro	AV GUARAPIRANGA	2011/04/12 18:47	2011/04/12 19:04	B/C	R FRANCISCO SOBREIRA DA SILVA	Inativo Transitável
7254	Zona Sul	Santo Amaro	AV WASHINGTON LUIS	2011/04/12 20:10	2011/04/12 21:30	C/B	R SÃO LEONIDAS	Inativo Transitável
7255	Zona Sul	Santo Amaro	AV VITOR MANZINI	2011/04/12 20:24	2011/04/12 21:18	B/C	PC DOM FRANCISCO DE SOUSA	Inativo Transitável
7256	Zona Sudeste	Ipiranga	AV PEDRO ALVARES CABRAL	2011/04/12 20:04	2011/04/13 04:40	VM/PI	PC IBRAHIM NOBRE	Inativo Intransitável
7257	Zona Leste	Itaquera	AV JACU-PESSEGO N.TRABALHADORES	2011/04/10 22:08	2011/04/11 01:19	AS/MAUA	ALTURA DO N. 3902	Inativo Transitável
7258	Zona Leste	Mooca	AV SALIM FARAH MALUF	2011/04/10 15:00	2011/04/10 17:02	MARG/VP	R DEMETRIO RIBEIRO	Inativo Transitável
7259	Zona Sudeste	Ipiranga	PC IBRAHIM NOBRE	2011/04/10 18:03	2011/04/10 20:39	B/C	AV PEDRO ALVARES CABRAL	Inativo Intransitável
7260	Zona Oeste	Butantã	AV EUSEBIO MATOSO	2011/04/03 14:32	2011/04/03 15:18	C/B	PC JORGE DE LIMA	Inativo Transitável
7261	Zona Oeste	Butantã	R ALVARENGA	2011/04/03 16:03	2011/04/03 19:35	NAO INFORMADO	AV AFRANIO PEIXOTO	Inativo Transitável
7262	Zona Oeste	Pinheiros	R VENEZA	2011/04/03 16:02	2011/04/03 23:58	UNICO	R GAL FONSECA TELES	Inativo Transitável
7263	Zona Oeste	Pinheiros	R ANTONIO BENTO	2011/04/03 16:04	2011/04/03 21:17	UNICO	PC DR CLEMENTE DE FARIA	Inativo Transitável
7264	Zona Oeste	Butantã	MARGINAL PINHEIROS	2011/04/02 21:57	2011/04/03 00:34	CB/INT - LOCAL	AV PROF ALCIDES SANGIRARDI	Inativo Transitável
7265	Zona Oeste	Butantã	AV EUSEBIO MATOSO	2011/03/27 16:00	2011/03/27 23:26	C/B	PC JORGE DE LIMA	Inativo Transitável
7266	Zona Sul	Capela do Socorro	LG DO SOCORRO	2011/03/27 14:34	2011/03/27 15:54	B/C	AV DE PINEDO	Inativo Intransitável
7267	Zona Sul	Santo Amaro	PC DOM FRANCISCO DE SOUSA	2011/03/27 14:44	2011/03/27 15:54	UNICO	AV ENG EUSEBIO STEVAUX	Inativo Intransitável
7268	Zona Sul	Santo Amaro	AV INTERLAGOS	2011/03/27 15:06	2011/03/27 20:50	B/C	AV DAS NACOES UNIDAS	Inativo Transitável
7269	Zona Sul	Santo Amaro	AV INTERLAGOS	2011/03/27 15:20	2011/03/27 18:46	C/B - TRANSP EXP	AV DAS NACOES UNIDAS	Inativo Transitável
7270	Zona Oeste	Lapa	AV SUMARE	2011/03/24 17:25	2011/03/24 17:58	LI/SU	R TURIASSU	Inativo Intransitável
7271	Zona Oeste	Lapa	R TURIASSU	2011/03/24 17:26	2011/03/24 18:44	AMBOS	PC MARREY JUNIOR	Inativo Transitável
7272	Zona Oeste	Lapa	AV DR ADOLPHO PINTO	2011/03/24 17:30	2011/03/24 17:58	AMBOS	R TAGIPURU	Inativo Transitável
7273	Zona Sul	Capela do Socorro	LG DO SOCORRO	2011/03/24 16:54	2011/03/24 18:21	B/C	AV GUARAPIRANGA	Inativo Intransitável
7274	Zona Sul	Santo Amaro	AV GUARAPIRANGA	2011/03/24 16:26	2011/03/24 16:43	B/C	PC JOAO ANTONIO DA SILVA	Inativo Transitável
7275	Zona Sul	Santo Amaro	AL STO AMARO	2011/03/24 16:41	2011/03/24 17:43	AMBOS	R JOAO ALFREDO	Inativo Transitável
7276	Zona Sul	Cidade Ademar	AV INTERLAGOS	2011/03/23 18:29	2011/03/23 19:30	C/B	R ENG DAGOBERTO SALLES FILHO	Inativo Transitável
7277	Zona Sul	Capela do Socorro	LG DO SOCORRO	2011/03/23 17:54	2011/03/23 19:56	B/C	AV DE PINEDO	Inativo Transitável
7278	Zona Sul	M'Boi Mirim	ES M BOI MIRIM	2011/03/23 18:00	2011/03/23 18:13	C/B	R ESTEVAO FERNANDES	Inativo Transitável
7279	Zona Sul	Santo Amaro	AV GUARAPIRANGA	2011/03/23 18:13	2011/03/23 18:37	B/C	R JOSE RAFAELI	Inativo Intransitável
7280	Zona Sul	Santo Amaro	AV NSRA DO SABARA	2011/03/23 18:33	2011/03/23 19:08	B/C	AV INTERLAGOS	Inativo Transitável
7281	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2011/03/23 18:41	2011/03/23 19:35	CB/INT	R JAIME DE OLIVEIRA SOUZA	Inativo Transitável
7282	Zona Sul	Santo Amaro	AV STO AMARO	2011/03/23 19:05	2011/03/23 19:17	AMBOS	AV ROQUE PETRONI JUNIOR	Inativo Transitável
7283	Zona Sul	Santo Amaro	AV GUARAPIRANGA	2011/03/23 19:13	2011/03/23 19:53	B/C	LG DO SOCORRO	Inativo Transitável
7284	Centro	Sé	R DA CANTAREIRA	2011/03/18 17:48	2011/03/18 18:45	UNICO	AV MERCURIO	Inativo Transitável
7285	Zona Oeste	Butantã	AV EUSEBIO MATOSO	2011/03/18 17:14	2011/03/18 18:01	C/B	PC JORGE DE LIMA	Inativo Transitável
7286	Zona Oeste	Butantã	R CAMARGO	2011/03/18 17:39	2011/03/18 18:00	UNICO	PC MONTE CASTELO	Inativo Transitável
7287	Zona Oeste	Butantã	AV VALDEMAR FERREIRA	2011/03/18 17:41	2011/03/18 18:18	USP/JOQUEI	PC VICENTE RODRIGUES	Inativo Transitável
7288	Zona Oeste	Lapa	MARGINAL TIETE	2011/03/18 17:44	2011/03/18 19:08	AS/CB - LOCAL	R DA DESPEDIDA	Inativo Transitável
7289	Zona Leste	São Mateus	Padrão não compreendido	2011/03/18 19:15	Horário não informado no Site	C/B	PÇA. TANQUE DO ZUNEGA	Ativo Intransitável
7290	Zona Sul	Santo Amaro	AV ROQUE PETRONI JUNIOR	2011/03/18 16:50	2011/03/18 17:55	DIADEMA/MARG	R CANCIONEIRO POPULAR	Inativo Transitável
7291	Zona Sul	Santo Amaro	AV STO AMARO	2011/03/18 17:09	2011/03/18 17:22	C/B	AV JORN ROBERTO MARINHO	Inativo Transitável
7292	Zona Sudeste	Ipiranga	Padrão não compreendido	2011/03/04 20:58	Horário não informado no Site	B/C	R PRES ALMEIDA COUTO	Ativo Transitável
7293	Zona Oeste	Butantã	AV PROF FRANCISCO MORATO	2011/03/03 08:03	2011/03/03 18:57	B/C	ALTURA DO N. 555	Inativo Transitável
7294	Zona Sul	M'Boi Mirim	AV MARIA COELHO AGUIAR	2011/03/03 01:32	2011/03/03 03:05	C/B	R HUMBERTO MIRANDA	Inativo Transitável
7295	Zona Sul	Santo Amaro	AV NAÇÕES UNIDAS	2011/03/03 03:25	2011/03/03 08:35	INT/CB	RUA PROF CAMPOS DE OLIVEIRA	Inativo Transitável
7296	Zona Sudeste	Ipiranga	Padrão não compreendido	2011/03/03 08:25	Horário não informado no Site	B/C	R PALMARES	Ativo Transitável
7297	Zona Oeste	Butantã	R ROMAO GOMES	2011/03/02 14:40	2011/03/02 18:44	C/B	AV VALDEMAR FERREIRA	Inativo Transitável
7298	Zona Oeste	Butantã	AV PROF FRANCISCO MORATO	2011/03/02 15:30	2011/03/02 16:29	B/C	R MIRAGAIA	Inativo Transitável
7299	Zona Oeste	Pinheiros	R LEOPOLDO COUTO MAGALHAES JR.	2011/03/02 00:20	2011/03/02 04:38	C/B	R GARIMPEIROS	Inativo Transitável
7300	Zona Sul	Campo Limpo	Padrão não compreendido	2011/03/02 19:50	Horário não informado no Site	C/B	N° 166	Ativo Transitável
7301	Zona Norte	Santana	AV OLAVO FONTOURA	2011/03/01 17:38	2011/03/02 03:07	CV/ST	R PROF MILTON RODRIGUES	Inativo Transitável
7302	Zona Oeste	Pinheiros	R LEOPOLDO COUTO MAGALHAES JR.	2011/03/01 16:41	2011/03/02 04:38	C/B	R GARIMPEIROS	Inativo Transitável
7303	Zona Leste	Mooca	PC IBRAHIM NOBRE	2011/03/01 18:01	2011/03/01 18:33	C/B	AV PEDRO ALVARES CABRAL	Inativo Transitável
7304	Zona Norte	Freguesia do Ó	AV OTAVIANO ALVES DE LIMA	2011/02/28 12:52	2011/02/28 15:59	AS/CB - LOCAL	PTE DO PIQUERI	Inativo Transitável
7305	Zona Norte	Vila Maria/ Vila Guilherme	R CHICO PONTES	2011/02/28 14:30	2011/02/28 15:52	C/B	AV GUILHERME	Inativo Intransitável
7306	Zona Norte	Vila Maria/ Vila Guilherme	AV SANATÓRIO	2011/02/28 15:26	2011/03/01 03:35	B/C	RD FERNÃO DIAS - 50M ANTES	Inativo Transitável
7307	Zona Norte	Vila Maria/ Vila Guilherme	R CHICO PONTES	2011/02/28 16:43	2011/02/28 17:57	UNICO	AV GUILHERME	Inativo Intransitável
7308	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE	2011/02/28 17:55	2011/02/28 21:44	AS/CB - LOCAL	PTE PRES DUTRA	Inativo Transitável
7309	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE	2011/02/28 17:58	2011/02/28 21:44	AS/CB - CENTRAL	R AMAMBAI	Inativo Transitável
7310	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE	2011/02/28 18:02	2011/02/28 22:40	AS/CB - EXP	PTE ARICANDUVA	Inativo Intransitável
7311	Zona Norte	Vila Maria/ Vila Guilherme	R CHICO PONTES	2011/02/28 18:14	2011/02/28 22:20	C/B	AV GUILHERME	Inativo Intransitável
7312	Zona Norte	Vila Maria/ Vila Guilherme	R CEL MARQUES RIBEIRO	2011/02/28 18:28	2011/03/01 04:28	C/B	R GALATEA	Inativo Intransitável
7313	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE	2011/02/28 19:22	2011/02/28 21:27	AS/CB - LOCAL	PTE JANIO QUADROS	Inativo Transitável
7314	Zona Norte	Pirituba/Jaraguá	ES TURISTICA DO JARAGUA	2011/02/28 14:47	2011/02/28 15:00	AMBOS	R ANA MADALENA FERREIRA	Inativo Intransitável
7315	Zona Norte	Pirituba/Jaraguá	ES TURISTICA DO JARAGUA	2011/02/28 14:49	2011/02/28 20:46	AMBOS	R ANTONIO FURQUIM PEDROSO	Inativo Intransitável
7316	Zona Norte	Pirituba/Jaraguá	AV RAIMUNDO PEREIRA DE MAGALHAES	2011/02/28 16:02	2011/02/28 20:18	AMBOS	R JOAO BATISTA DIAS	Inativo Transitável
7317	Zona Norte	Pirituba/Jaraguá	MARGINAL TIETE	2011/02/28 19:43	2011/02/28 22:37	CB/AS - EXP	PTE ATTILIO FONTANA	Inativo Transitável
7318	Zona Norte	Pirituba/Jaraguá	AV RAIMUNDO PEREIRA DE MAGALHAES	2011/02/28 20:36	2011/02/28 22:30	AMBOS	R JOAO BATISTA DIAS	Inativo Transitável
7319	Zona Norte	Santana	AV GAL ATALIBA LEONEL	2011/02/28 14:42	2011/02/28 16:27	AMBOS	R PROF MARCONDES DOMINGUES	Inativo Intransitável
