id	ZONA	Neighborhood	Street	Start date and time	End date and time	Direction	Reference	Status
155	Zona Norte	Casa Verde	Padrão não compreendido	2019/04/09 17:06	Horário não informado no Site	A SENNA/CASTELO B - EXPRESSA	PTE DA CASA VERDE-JORN.WALTER ABRAHAO	Ativo Transitável
156	Zona Norte	Pirituba/Jaraguá	Padrão não compreendido	2019/04/09 17:56	Horário não informado no Site	BAIRRO/CENTRO	ALTURA DO NÚMERO 5479	Ativo Transitável
157	Zona Oeste	Butantã	Padrão não compreendido	2019/04/09 15:54	Horário não informado no Site	CASTELO/INTERLAGOS - LOCAL	PTE ENG ROBERTO ROSSI ZUCCOLO	Ativo Transitável
158	Zona Oeste	Butantã	Padrão não compreendido	2019/04/09 16:03	Horário não informado no Site	BAIRRO/CENTRO - ÚNICA	ALTURA DO NÚMERO 0: INICIO E TERMINO DA MESMA	Ativo Transitável
159	Zona Oeste	Pinheiros	Padrão não compreendido	2019/04/09 15:48	Horário não informado no Site	INTERLAGOS/CASTELO - EXPRESSA	PTE EUSEBIO MATOSO	Ativo Transitável
160	Zona Oeste	Pinheiros	Padrão não compreendido	2019/04/09 15:58	Horário não informado no Site	INTERLAGOS/CASTELO - EXPRESSA	PTE ENG ARY TORRES	Ativo Transitável
161	Zona Oeste	Pinheiros	Padrão não compreendido	2019/04/09 16:03	Horário não informado no Site	INTERLAGOS/CASTELO - EXPRESSA	PTE OCTAVIO FRIAS DE OLIVEIRA	Ativo Transitável
162	Zona Oeste	Pinheiros	Padrão não compreendido	2019/04/09 16:08	Horário não informado no Site	INTERLAGOS/CASTELO - LOCAL	PTE ENG ROBERTO ROSSI ZUCCOLO	Ativo Transitável
163	Zona Oeste	Pinheiros	Padrão não compreendido	2019/04/09 16:20	Horário não informado no Site	INTERLAGOS/CASTELO - EXPRESSA	R OLIVIA FEDER	Ativo Transitável
164	Zona Oeste	Pinheiros	Padrão não compreendido	2019/04/09 16:39	Horário não informado no Site	UNICO - ÚNICA	ALTURA DO NÚMERO 1608	Ativo Intransitável
165	Zona Leste	Mooca	AV. CELSO GARCIA	2019/04/09 16:40	2019/04/09 17:41	CENTRO/BAIRRO - ÚNICA	R. SALDANHA MARINHO	Inativo Transitável
166	Zona Sul	Campo Limpo	Padrão não compreendido	2019/04/09 15:40	Horário não informado no Site	CASTELO/INTERLAGOS - ÚNICA	PTE DO MORUMBI CAIO POMPEU DE TOLEDO	Ativo Transitável
167	Zona Norte	Casa Verde	MARGINAL TIETE ASCB EXPRESSA (CASA VERDE)	2019/04/08 17:46	2019/04/08 18:38	A SENNA/CASTELO B - EXPRESSA	PTE DO LIMAO-ADHEMAR F. DA SILVA	Inativo Transitável
168	Zona Norte	Casa Verde	AV. INAJAR DE SOUZA	2019/04/08 17:58	2019/04/08 18:00	LAPA/FREGUESIA - NÃO INFORMADA	R. EDMUNDO KRUG	Inativo Transitável
169	Centro	Sé	AV. RIO BRANCO	2019/04/08 14:34	2019/04/08 14:35	BAIRRO/CENTRO - ÚNICA	ALTURA DO NÚMERO 633	Inativo Transitável
170	Centro	Sé	AV. RIO BRANCO	2019/04/08 14:37	2019/04/08 16:06	BAIRRO/CENTRO - NÃO INFORMADA	ALTURA DO NÚMERO 547	Inativo Transitável
171	Centro	Sé	AV. RIO BRANCO	2019/04/08 17:52	2019/04/08 19:07	BAIRRO/CENTRO - ÚNICA	ALTURA DO NÚMERO 313	Inativo Transitável
172	Zona Oeste	Pinheiros	AV. DAS. NACOES UNIDAS	2019/04/08 17:56	2019/04/08 18:46	INTERLAGOS/CASTELO - LOCAL	R. OLIVIA FEDER	Inativo Transitável
173	Zona Leste	Mooca	AV. CELSO GARCIA	2019/04/08 12:30	2019/04/09 12:28	CENTRO/BAIRRO	ALTURA DO NÚMERO 3165	Inativo Transitável
174	Zona Leste	Mooca	AV. RANGEL PESTANA	2019/04/08 18:06	2019/04/08 18:44	CENTRO/BAIRRO	R. GOMES CARDIM	Inativo Transitável
175	Zona Leste	Mooca	AV. CELSO GARCIA	2019/04/08 18:10	2019/04/08 18:44	CENTRO/BAIRRO	R. SALDANHA MARINHO	Inativo Transitável
176	Zona Leste	Mooca	AV. CELSO GARCIA	2019/04/08 18:10	2019/04/08 18:44	CENTRO/BAIRRO	R. DR. COSTA VALENTE	Inativo Transitável
177	Zona Leste	Vila Prudente	R. COSTA BARROS (SAO LUCAS)	2019/04/08 18:22	2019/04/08 18:24	CENTRO/BAIRRO	R BARBEIRO DE SEVILHA	Inativo Transitável
178	Zona Leste	Vila Prudente	R. COSTA BARROS	2019/04/08 18:22	2019/04/08 20:10	AMBOS	R. BARBEIRO DE SEVILHA	Inativo Transitável
179	Zona Sul	M'Boi Mirim	PC. ROBERTO GOMES PEDROSA	2019/04/08 18:58	2019/04/08 20:20	BAIRRO/CENTRO	AV. PDE. LEBRET #NVAL SO	Inativo Transitável
180	Zona Norte	Jaçanã/ Tremembé	TRAV. FOZ DO TEJO	2019/04/07 23:46	2019/04/08 02:01	ÚNICO	TODA EXTENSÃO	Inativo Intransitável
181	Centro	Sé	CV. TREVO DE TRINTA E DOIS (CEBOLAO)	2019/04/07 23:46	2019/04/08 02:01	TIETE/PINHEIROS - EXP	MARGINAL PINHEIROS CBINT	Inativo Transitável
182	Zona Oeste	Lapa	MARGINAL TIETE	2019/04/07 22:36	2019/04/08 02:01	A SENNA/CASTELO B - EXPRESSA	PTE DOS REMEDIOS-CARMEN F. NEVES	Inativo Transitável
183	Zona Oeste	Lapa	AV. OTAVIANO ALVES DE LIMA (CASA VERDE)	2019/04/07 22:38	2019/04/08 01:40	A SENNA/CASTELO B - LOCAL	PTE ATTILIO FONTANA	Inativo Transitável
184	Zona Oeste	Lapa	PC. DR. PEDRO CORAZZA	2019/04/07 23:30	2019/04/07 23:37	BAIRRO/CENTRO	AV. COMEN. MARTINELLI	Inativo Transitável
185	Zona Leste	Mooca	MARGINAL TIETE	2019/04/07 22:21	2019/04/08 02:02	CASTELO B/A SENNA - CENTRAL	PTE PRES JANIO QUADROS	Inativo Transitável
186	Centro	Sé	AV. RIO BRANCO (REPUBLICA)	2019/04/06 14:39	2019/04/06 16:09	BAIRRO/CENTRO - ÚNICA	R GAL OSORIO / R AURORA	Inativo Transitável
187	Centro	Sé	AV. RIO BRANCO (REPUBLICA)	2019/04/06 14:45	2019/04/06 16:08	BAIRRO/CENTRO - ÚNICA	AV DUQ DE CAXIAS	Inativo Transitável
188	Zona Oeste	Lapa	R. JEROAQUARA (LAPA)	2019/04/06 15:08	2019/04/06 16:00	UNICO - ÚNICA	R CORIOLANO / R FAUSTOLO	Inativo Intransitável
189	Zona Oeste	Lapa	R. GUAICURUS (LAPA)	2019/04/06 15:11	2019/04/06 16:15	UNICO - ÚNICA	PÇA MELVIN JONES	Inativo Intransitável
190	Zona Oeste	Lapa	AV. POMPEIA (BARRA FUNDA)	2019/04/06 15:16	2019/04/06 15:55	AMBOS - ÚNICA	R PALESTRA ITALIA / R VENANCIO AIRES	Inativo Intransitável
191	Zona Oeste	Lapa	AV. MARQ. DE. SAO VICENTE	2019/04/06 15:18	2019/04/06 15:56	AMBOS	PC. PASCOAL MARTINS	Inativo Transitável
192	Zona Oeste	Lapa	AV. DAS. NACOES UNIDAS	2019/04/06 15:30	2019/04/06 15:45	INTERLAGOS/CASTELO	PTE. JAGUARE-HIRANT SANAZAR	Inativo Intransitável
193	Zona Oeste	Lapa	MARGINAL PINHEIROS CBINT (BUTANTA)	2019/04/06 16:11	2019/04/06 17:51	CASTELO/INTERLAGOS - ÚNICA	PTE JAGUARE-HIRANT SANAZAR	Inativo Transitável
194	Zona Oeste	Pinheiros	AV. DAS NACOES UNIDAS (ALTO DE PINHEIROS)	2019/04/06 15:15	2019/04/06 17:31	INTERLAGOS/CASTELO - LOCAL	AV PRES JUSCELINO KUBITSCHEK	Inativo Transitável
195	Zona Oeste	Pinheiros	AV. DAS NACOES UNIDAS (ALTO DE PINHEIROS)	2019/04/06 15:17	2019/04/06 17:29	INTERLAGOS/CASTELO - LOCAL	R OLIVIA FEDER	Inativo Transitável
196	Zona Leste	Aricanduva/ Vila Formosa	AV. ARICANDUVA (ARICANDUVA)	2019/04/06 14:56	2019/04/06 16:02	ITAQUERA/MARGINAL - EXPRESSA	R BAQUIA	Inativo Intransitável
197	Zona Leste	Aricanduva/ Vila Formosa	AV. ARICANDUVA (ARICANDUVA)	2019/04/06 14:56	2019/04/06 16:02	ITAQUERA/MARGINAL - EXPRESSA	R BAQUIA	Inativo Transitável
198	Zona Leste	Aricanduva/ Vila Formosa	AV. ARICANDUVA (ARICANDUVA)	2019/04/06 15:06	2019/04/06 15:29	MARGINAL/ITAQUERA - AMBAS	AV ITAQUERA	Inativo Intransitável
199	Zona Leste	Aricanduva/ Vila Formosa	R. MANILHA (CARRAO)	2019/04/06 15:16	2019/04/06 16:30	AMBOS	R GANGES	Inativo Intransitável
200	Zona Leste	Mooca	AV. SALIM FARAH MALUF	2019/04/06 14:20	2019/04/06 18:08	MARGINAL/V PRUDENTE - EXPRESSA	R. DEMETRIO RIBEIRO	Inativo Transitável
201	Zona Leste	Vila Prudente	AV. PROF LUIZ IGNACIO ANHAIA MELLO (SAO LUCAS)	2019/04/06 15:13	2019/04/06 15:48	AMBOS - ÚNICA	PC RUY ROXO	Inativo Transitável
202	Zona Sudeste	Vila Mariana	AV. VINTE E TRES DE MAIO (LIBERDADE)	2019/04/06 14:49	2019/04/06 16:28	AMBOS	VD GAL EUCLIDES DE FIGUEIREDO	Inativo Intransitável
203	Zona Sudeste	Vila Mariana	R. SENA MADUREIRA (MOEMA)	2019/04/06 14:57	2019/04/06 16:12	AMBOS - ÚNICA	AV PROF ASCENDINO REIS	Inativo Transitável
204	Zona Sudeste	Vila Mariana	R. SENA MADUREIRA (MOEMA)	2019/04/06 14:57	2019/04/06 16:12	AMBOS - ÚNICA	AV PROF ASCENDINO REIS	Inativo Transitável
205	Zona Sudeste	Vila Mariana	AV. ANTONIO J. DE MOURA ANDRADE	2019/04/06 16:01	2019/04/06 19:10	IBIRAPUERA/MARGINAL	ALTURA DO NÚMERO 513	Inativo Transitável
206	Zona Sudeste	Vila Mariana	CV. TRIBUNAL DE JUSTICA DO E. SP (ITAIM BIBI)	2019/04/06 17:11	2019/04/06 22:13	IBIRAPUERA/MARGINAL	ALTURA DO NÚMERO 0	Inativo Transitável
207	Centro	Sé	R. GAL. JULIO MARCONDES SALGADO	2019/03/28 08:44	2019/03/28 08:47	UNICO	AL. NOTHMANN	Inativo Transitável
208	Zona Oeste	Pinheiros	AV. DAS NACOES UNIDAS	2019/03/21 04:58	2019/03/21 08:36	INT/CASTELO - LOCAL	PTE ENG ROBERTO ROSSI ZUCCOLO	Inativo Intransitável
209	Zona Oeste	Pinheiros	AV. DAS NACOES UNIDAS	2019/03/21 04:59	2019/03/21 08:36	INTERLAGOS/CASTELO - LOCAL	R OLIVIA FEDER	Inativo Intransitável
210	Zona Oeste	Pinheiros	AV. DAS NACOES UNIDAS	2019/03/21 05:27	2019/03/21 08:37	INTERLAGOS/CASTELO - LOCAL	AV PRES JUSCELINO KUBITSCHEK	Inativo Transitável
211	Zona Sul	Campo Limpo	AV. MAGALHAES DE CASTRO	2019/03/21 05:30	2019/03/21 08:37	CASTELO/INTERLAGOS - LOCAL	PTE DO MORUMBI CAIO POMPEU DE TOLEDO	Inativo Transitável
212	Centro	Sé	AV. S. JOAO	2019/03/20 07:44	2019/03/20 07:59	BAIRRO/CENTRO	AL. GLETE	Inativo Transitável
213	Zona Leste	Mooca	AV. GUILHERME COTCHING	2019/03/20 10:07	2019/03/20 11:34	CENTRO/BAIRRO	ALTURA DO NÚMERO 16	Inativo Transitável
214	Zona Sul	Cidade Ademar	R. MIGUEL YUNES	2019/03/20 07:02	2019/03/20 07:25	MARGINAL/INTERLAGOS	AV. NSRA. DE. SABARA	Inativo Transitável
215	Zona Norte	Pirituba/Jaraguá	AV. RAIMUNDO PEREIRA DE MAGALHAES	2019/03/19 19:30	2019/03/19 19:47	BAIRRO/CENTRO	ALTURA DO NÚMERO 12827	Inativo Transitável
216	Centro	Sé	AV. BRIG. LUIS ANTONIO	2019/03/19 17:50	2019/03/19 19:04	CENTRO/BAIRRO	R. DOS. INGLESES	Inativo Transitável
217	Centro	Sé	AV. VINTE E TRES DE MAIO (LIBERDADE)	2019/03/19 18:07	2019/03/19 18:56	SANTANA/AEROPORTO	PC DA BANDEIRA	Inativo Transitável
218	Centro	Sé	R. CINCINATO BRAGA	2019/03/19 18:23	2019/03/19 19:07	UNICO	R. CARLOS SAMPAIO	Inativo Transitável
219	Zona Oeste	Lapa	AV. OTAVIANO ALVES DE LIMA (CASA VERDE)	2019/03/19 17:40	2019/03/19 18:19	A SENNA/CASTELO B - LOCAL	PTE ATTILIO FONTANA	Inativo Transitável
220	Zona Oeste	Pinheiros	AV. DAS. NACOES UNIDAS	2019/03/19 17:37	2019/03/19 18:20	INTERLAGOS/CASTELO - LOCAL	AV. PRES. JUSCELINO KUBITSCHEK	Inativo Transitável
221	Zona Oeste	Pinheiros	AV. DAS. NACOES UNIDAS	2019/03/19 17:45	2019/03/19 18:19	INTERLAGOS/CASTELO - LOCAL	PTE. ENG. ROBERTO ROSSI ZUCCOLO	Inativo Transitável
222	Zona Leste	Mooca	AV. CELSO GARCIA	2019/03/19 18:41	2019/03/19 19:45	CENTRO/BAIRRO	PC. MAJ. GUILHERME RUDGE	Inativo Transitável
223	Centro	Sé	AV. S. JOAO	2019/03/17 14:37	2019/03/17 14:41	BAIRRO/CENTRO	ALTURA DO NÚMERO 1821	Inativo Transitável
224	Zona Oeste	Lapa	MARGINAL TIETE CBAS EXPRESSA	2019/03/17 14:43	2019/03/17 18:24	CASTELO B/A SENNA - EXPRESSA	PTE DA CASA VERDE-JORN.WALTER ABRAHAO	Inativo Transitável
225	Zona Oeste	Lapa	AV. CORIFEU DE AZEVEDO MARQUES	2019/03/17 14:53	2019/03/17 15:10	BAIRRO/CENTRO	ALTURA DO NÚMERO 4950	Inativo Intransitável
226	Zona Oeste	Lapa	R. TURIASSU	2019/03/17 15:47	2019/03/17 16:55	BAIRRO/CENTRO	ALTURA DO NÚMERO 966	Inativo Intransitável
227	Zona Leste	Itaquera	AV. JOSE PINHEIRO BORGES	2019/03/17 16:10	2019/03/17 20:27	BAIRRO/CENTRO	R ITAGIMIRIM	Inativo Transitável
228	Zona Sul	Cidade Ademar	AV. INTERLAGOS	2019/03/17 15:53	2019/03/17 16:07	AMBOS	R ENG ALLYRIO HUGUENEY DE MATTOS / AV YERVANT KISSAJIKIAN	Inativo Intransitável
229	Zona Sul	Campo Limpo	R. JOAQUIM NUNES TEIXEIRA	2019/03/17 15:42	2019/03/17 17:00	AMBOS	AV. CARLOS CALDEIRA FILHO	Inativo Intransitável
230	Zona Sul	Capela do Socorro	AV. GUARAPIRANGA	2019/03/17 16:03	2019/03/17 16:41	BAIRRO/CENTRO	ALTURA DO NÚMERO 752: PROX SHOPPING FIESTA	Inativo Intransitável
231	Zona Sul	M'Boi Mirim	AV. JOAO DIAS	2019/03/17 16:25	2019/03/17 16:34	CENTRO/BAIRRO	AV. MARIA COELHO AGUIAR	Inativo Intransitável
232	Zona Sul	Parelheiros	ES. ECOTURISTICA DE PARELHEIROS	2019/03/17 17:06	2019/03/17 19:13	AMBOS	ALTURA DO NÚMERO 3096	Inativo Intransitável
233	Zona Sul	Santo Amaro	AV. VITOR MANZINI	2019/03/17 15:49	2019/03/17 16:45	AMBOS	ALTURA DO NÚMERO 260	Inativo Intransitável
234	Zona Sul	Santo Amaro	AV. DAS NACOES UNIDAS	2019/03/17 16:10	2019/03/17 17:28	INTERLAGOS/CASTELO	PTE TRANSAMERICA	Inativo Transitável
235	Zona Sul	Santo Amaro	AV. STO AMARO (CAMPO BELO)	2019/03/14 18:52	2019/03/14 19:28	BAIRRO/CENTRO - ÚNICA	AV ROQUE PETRONI JUNIOR	Inativo Transitável
236	Zona Sul	Santo Amaro	AV. DAS. NACOES UNIDAS	2019/03/14 18:55	2019/03/14 19:04	INTERLAGOS/CASTELO - NÃO INFORMADA	AV. MARIO LOPES LEAO	Inativo Transitável
237	Zona Sul	Santo Amaro	AV. DAS. NACOES UNIDAS	2019/03/14 18:55	2019/03/14 19:14	INTERLAGOS/CASTELO - ÚNICA	PTE. SANTO DIAS DA SILVA	Inativo Transitável
238	Zona Sudeste	Vila Mariana	AV. PROF ABRAAO DE MORAIS (CURSINO)	2019/03/14 19:11	2019/03/14 19:32	AMBOS - ÚNICA	R FRANCISCO TAPAJOS	Inativo Transitável
239	Zona Norte	Casa Verde	AVENIDA ENGENHEIRO CAETANO ALVARES	2019/03/12 18:00	2019/03/12 18:50	AMBOS	RUA ZILDA	Inativo Intransitável
240	Zona Norte	Casa Verde	AV. ORDEM E PROGRESSO	2019/03/12 18:35	2019/03/12 18:42	LIMAO/SUMARÉ	PC. DEL. AMOROSO NETO	Inativo Transitável
241	Zona Norte	Jaçanã/ Tremembé	AVENIDA EDU CHAVES	2019/03/12 17:50	2019/03/12 18:50	AMBOS	AVENIDA SANATORIO	Inativo Intransitável
242	Zona Norte	Santana	AV. AGUA FRIA	2019/03/12 19:47	2019/03/12 19:55	AMBOS	R. VAZ MUNIZ	Inativo Transitável
243	Zona Oeste	Butantã	AV. MAGALHAES DE CASTRO (BUTANTA)	2019/03/12 19:09	2019/03/12 19:28	CASTELO/INTERLAGOS - LOCAL	R PEDRO AVANCINE	Inativo Transitável
244	Zona Oeste	Butantã	AV. MAGALHAES DE CASTRO	2019/03/12 19:45	2019/03/13 18:57	CASTELO/INTERLAGOS - LOCAL	ALTURA DO NÚMERO 4800	Inativo Transitável
245	Zona Oeste	Butantã	AV. MAGALHAES DE CASTRO	2019/03/12 19:45	2019/03/13 19:18	CASTELO/INTERLAGOS - LOCAL	R. PEDRO AVANCINE	Inativo Transitável
246	Zona Oeste	Lapa	AV. PRES CASTELO BRANCO (BARRA FUNDA)	2019/03/12 18:11	2019/03/12 18:41	CASTELO B/A SENNA - LOCAL	PTE DO LIMAO-ADHEMAR F. DA SILVA	Inativo Transitável
247	Zona Oeste	Lapa	AV. ORDEM E PROGRESSO	2019/03/12 18:33	2019/03/12 18:44	AMBOS	ALTURA DO NÚMERO 247	Inativo Transitável
248	Zona Leste	Guaianases	R. GETULINA (LAJEADO)	2019/03/12 17:57	2019/03/12 18:59	AMBOS	ALTURA DO NÚMERO 130	Inativo Intransitável
249	Zona Norte	Casa Verde	MARGINAL TIETE	2019/03/11 02:52	2019/03/11 07:32	A SENNA/CASTELO B - CENTRAL	PTE DO LIMAO-ADHEMAR F. DA SILVA	Inativo Transitável
250	Zona Norte	Casa Verde	AV. OTAVIANO ALVES DE LIMA	2019/03/11 03:49	2019/03/11 06:30	A SENNA/CASTELO B - LOCAL	PTE FREGUESIA DO O-P N RODRIGUES	Inativo Transitável
251	Zona Norte	Casa Verde	MARGINAL TIETE	2019/03/11 03:49	2019/03/11 03:54	A SENNA/CASTELO B - EXP	PTE FREGUESIA DO O-P N RODRIGUES	Inativo Intransitável
252	Zona Norte	Casa Verde	MARGINAL TIETE	2019/03/11 04:49	2019/03/11 08:48	A SENNA/CB - EXP	PTE DA CASA VERDE-JORN.WALTER ABRAHAO	Inativo Transitável
253	Zona Norte	Vila Maria/ Vila Guilherme	AV. MORVAN DIAS DE FIGUEIREDO	2019/03/11 05:11	2019/03/11 12:03	A SENNA/CASTELO B - LOCAL	PTE. PRES. DUTRA	Inativo Transitável
254	Zona Norte	Pirituba/Jaraguá	AV. RAIMUNDO PEREIRA DE MAGALHAES	2019/03/11 08:10	2019/03/11 13:11	AMBOS	ALTURA DO NÚMERO 1600	Inativo Transitável
255	Zona Norte	Pirituba/Jaraguá	AV. RAIMUNDO PEREIRA DE MAGALHAES	2019/03/11 08:22	2019/03/11 09:40	AMBOS	ALTURA DO NÚMERO 114	Inativo Transitável
256	Zona Norte	Santana	AV. ZAKI NARCHI	2019/03/11 04:15	2019/03/11 10:57	AMBOS	AV CRUZEIRO DO SUL	Inativo Transitável
257	Zona Norte	Santana	AV. OLAVO FONTOURA	2019/03/11 05:40	2019/03/11 10:31	AMBOS	ALTURA DO NÚMERO 1209	Inativo Transitável
258	Zona Norte	Santana	AV. OLAVO FONTOURA	2019/03/11 08:47	2019/03/11 09:51	AMBOS	R. BRAZELISA ALVES DE CARVALHO	Inativo Intransitável
259	Zona Norte	Santana	AV. OLAVO FONTOURA	2019/03/11 08:48	2019/03/11 09:50	AMBOS	R. PROF. MILTON RODRIGUES	Inativo Intransitável
260	Centro	Sé	AV. DO ESTADO	2019/03/11 01:33	2019/03/11 11:24	AMBOS	PC. ALBERTO LION	Inativo Intransitável
261	Centro	Sé	AV. PRES CASTELO BRANCO	2019/03/11 04:00	2019/03/11 09:49	CASTELO B/A SENNA - LOCAL	PTE DAS BANDEIRAS-SEN ROMEU TUMA	Inativo Intransitável
262	Centro	Sé	R. TIBIRICA	2019/03/11 04:45	2019/03/11 08:44	UNICO	AV DO ESTADO	Inativo Transitável
263	Centro	Sé	MARGINAL TIETE	2019/03/11 05:27	2019/03/11 11:05	CASTELO B/A SENNA - EXP	PTE. DAS. BANDEIRAS-SEN ROMEU TUMA	Inativo Intransitável
264	Centro	Sé	R. OSCAR HORTA	2019/03/11 06:18	2019/03/11 12:49	ÚNICO	R. DOM. BOSCO	Inativo Intransitável
265	Centro	Sé	R. SERGIO TOMAS	2019/03/11 06:37	2019/03/11 07:35	BAIRRO/CENTRO	ALTURA DO NÚMERO 660	Inativo Intransitável
266	Centro	Sé	R. SERGIO TOMAS	2019/03/11 07:05	2019/03/11 10:16	AMBOS	R. VISC. DE. TAUNAY	Inativo Transitável
267	Centro	Sé	R. SERGIO TOMAS	2019/03/11 07:39	2019/03/11 09:57	AMBOS	AV. RUDGE	Inativo Intransitável
268	Centro	Sé	R. VISC. DE. TAUNAY	2019/03/11 07:43	2019/03/11 08:16	AMBOS	R. JAVAES	Inativo Transitável
269	Centro	Sé	MARGINAL TIETE	2019/03/11 07:54	2019/03/11 09:49	AMBOS	PTE. DAS BANDEIRAS SEN ROMEU TUMA	Inativo Transitável
270	Centro	Sé	MARGINAL TIETE	2019/03/11 07:54	2019/03/11 09:49	CASTELO B/A SENNA - CENTRAL	PTE. DAS BANDEIRAS SEN ROMEU TUMA	Inativo Intransitável
271	Centro	Sé	R. DOS AMERICANOS	2019/03/11 08:26	2019/03/11 11:58	UNICO	R. NORMA PIERUCCINI GIANNOTTI	Inativo Intransitável
272	Centro	Sé	R. GERALDO BUONO	2019/03/11 08:30	2019/03/11 11:58	UNICO	R. BRA. DE. PORTO CARREIRO	Inativo Intransitável
273	Centro	Sé	R. SOLIMOES	2019/03/11 08:38	2019/03/11 10:52	AMBOS	R. CRUZEIRO	Inativo Intransitável
274	Centro	Sé	AV. DO ESTADO	2019/03/11 08:42	2019/03/11 11:26	IPIRANGA/SANTANA	R WANDENKOLK	Inativo Intransitável
275	Centro	Sé	R. JAMES HOLLAND	2019/03/11 08:46	2019/03/11 11:56	AMBOS	R. DOS. AMERICANOS	Inativo Intransitável
276	Centro	Sé	R. OTTO DE ALENCAR	2019/03/11 09:15	2019/03/11 09:29	AMBOS	R. DR. PEDRO SEVERIANO	Inativo Intransitável
277	Zona Oeste	Butantã	AV. LINEU DE PAULA MACHADO	2019/03/11 07:47	2019/03/11 11:19	JOQUEI/USP	ALTURA DO NÚMERO 593	Inativo Transitável
278	Zona Oeste	Lapa	AV. DAS NACOES UNIDAS	2019/03/11 01:44	2019/03/11 08:03	INTERLAGOS/CASTELO - LOCAL	PTE JAGUARE-HIRANT SANAZAR	Inativo Transitável
279	Zona Oeste	Lapa	MARGINAL TIETE	2019/03/11 02:39	2019/03/11 10:19	CASTELO B/A SENNA - EXP	PTE ATTILIO FONTANA	Inativo Intransitável
280	Zona Oeste	Lapa	MARGINAL TIETE	2019/03/11 02:45	2019/03/11 07:32	CASTELO B/A SENNA - CENTRAL	PTE COMUNIDADE HUNGARA	Inativo Transitável
281	Zona Oeste	Lapa	AV. PRES CASTELO BRANCO	2019/03/11 02:48	2019/03/11 10:23	CASTELO B/A SENNA - LOCAL	PTE DA CASA VERDE-JORN.WALTER ABRAHAO	Inativo Transitável
282	Zona Oeste	Lapa	MARGINAL PINHEIROS	2019/03/11 03:02	2019/03/11 07:59	CASTELO/INTERLAGOS - EXP	PTE JAGUARE-HIRANT SANAZAR	Inativo Transitável
283	Zona Oeste	Lapa	AV. ENG BILLINGS	2019/03/11 03:23	2019/03/11 07:59	CASTELO/INTERLAGOS - LOCAL	PTE JAGUARE-HIRANT SANAZAR	Inativo Transitável
284	Zona Oeste	Lapa	AV. PRES CASTELO BRANCO	2019/03/11 03:57	2019/03/11 07:39	CASTELO B/A SENNA - LOCAL	AC A PTE DA FREGUESIA DO O	Inativo Transitável
285	Zona Oeste	Lapa	AV. EMB. MACEDO SOARES	2019/03/11 04:11	2019/03/11 06:25	C BRANCO/A SENNA - LOCAL	PTE. FREGUESIA DO O-P N RODRIGUES	Inativo Transitável
286	Zona Oeste	Lapa	AV. MARQ. DE SAO VICENTE	2019/03/11 05:13	2019/03/11 12:00	AMBOS	PC. LUIZ CARLOS MESQUITA	Inativo Intransitável
287	Zona Oeste	Lapa	R. JOAQUIM MANUEL DE MACEDO	2019/03/11 06:50	2019/03/11 09:09	UNICO	AV. MARQ. DE. SAO VICENTE	Inativo Intransitável
288	Zona Oeste	Lapa	AV. MARQ. DE. SAO VICENTE	2019/03/11 06:54	2019/03/11 10:47	AMBOS	AV. THOMAS EDISON	Inativo Intransitável
289	Zona Oeste	Lapa	AV. MOFARREJ	2019/03/11 08:30	2019/03/11 08:54	AMBOS	ALTURA DO NÚMERO 1024	Inativo Transitável
290	Zona Oeste	Lapa	AV. DR. GASTAO VIDIGAL	2019/03/11 08:35	2019/03/11 09:53	AMBOS	AV. MOFARREJ	Inativo Intransitável
291	Zona Oeste	Lapa	R. JOAQUIM MANUEL DE MACEDO	2019/03/11 08:58	2019/03/11 09:09	ÚNICO	AV. MARQ. DE. SAO VICENTE	Inativo Intransitável
292	Zona Oeste	Lapa	AV. PRES. CASTELO BRANCO	2019/03/11 10:01	2019/03/11 10:22	CASTELO B/A SENNA - LOCAL	PTE. DA. CASA VERDE-JORN.WALTER ABRAHAO	Inativo Intransitável
293	Zona Oeste	Lapa	AV. CARD SANTIAGO LUIZ COPELLO (VILA LEOPOLDINA)	2019/03/11 13:26	2019/03/11 17:10	AMBOS - ÚNICA	R MAJ PALADINO	Inativo Intransitável
294	Zona Oeste	Pinheiros	AV. DAS NACOES UNIDAS	2019/03/11 01:57	2019/03/11 08:04	INTERLAGOS/CASTELO - LOCAL	R FLORIDA	Inativo Transitável
295	Zona Oeste	Pinheiros	R. FUNCHAL	2019/03/11 04:54	2019/03/11 08:58	BAIRRO/CENTRO	AV DR CARDOSO DE MELO	Inativo Transitável
296	Zona Oeste	Pinheiros	AV. DAS NACOES UNIDAS	2019/03/11 04:56	2019/03/11 08:09	INTERLAGOS/CASTELO - LOCAL	PTE ENG ROBERTO ROSSI ZUCCOLO	Inativo Transitável
297	Zona Oeste	Pinheiros	R. SOLIMOES	2019/03/11 08:14	2019/03/11 10:52	AMBOS	R. JAMES HOLLAND	Inativo Intransitável
298	Zona Oeste	Pinheiros	AV. S. JOAO	2019/03/11 08:30	2019/03/11 14:09	BAIRRO/CENTRO	AL. GLETE	Inativo Transitável
299	Zona Leste	Aricanduva/ Vila Formosa	AV. ARICANDUVA)	2019/03/11 01:08	2019/03/11 01:30	MARGINAL/ITAQUERA	R TUMUCUMAQUE	Inativo Intransitável
